	adjusted Student P	Student P	log2FC	Protein Group	Top	Accession	Significance	Coverage (%)	#Peptides	#Unique	PTM	ADRNOR_4H_1_1_2792 Area	ADRNOR_4H_1_2_2793 Area	ADRNOR_4H_2_1_2795 Area	ADRNOR_4H_2_2_2796 Area	ADRNOR_4H_3_1_2798 Area	ADRNOR_4H_3_2_2799 Area	ADR_4H_1_1_2772 Area	ADR_4H_1_2_2773 Area	ADR_4H_2_1_2775 Area	ADR_4H_2_2_2776 Area	ADR_4H_3_1_2778 Area	ADR_4H_3_2_2779 Area	CTRL_4H_1_1_2752 Area	CTRL_4H_1_2_2753 Area	CTRL_4H_2_1_2755 Area	CTRL_4H_2_2_2756 Area	CTRL_4H_3_1_2758 Area	CTRL_4H_3_2_2759 Area	NOR_4H_1_1_2781 Area	NOR_4H_1_2_2782 Area	NOR_4H_2_1_2786 Area	NOR_4H_2_2_2787 Area	NOR_4H_3_1_2789 Area	NOR_4H_3_2_2790 Area	TNF_4H_1_1_2761 Area	TNF_4H_1_2_2762 Area	TNF_4H_2_1_2764 Area	TNF_4H_2_2_2765 Area	TNF_4H_3_1+_2769 Area	TNF_4H_3_2_2770 Area	ADRNOR_24H_1_1_2931 Area	ADRNOR_24H_1_2_2932 Area	ADRNOR_24H_2_1_2934 Area	ADRNOR_24H_2_2_2935 Area	ADRNOR_24H_3_1_2937 Area	ADRNOR_24H_3_2_2938 Area	ADR_24H_1_1_2911 Area	ADR_24H_1_2_2912 Area	ADR_24H_2_1_2914 Area	ADR_24H_2_2_2915 Area	ADR_24H_3_1_2917 Area	ADR_24H_3_2_2918 Area	CTRL_24H_1_1_2840 Area	CTRL_24H_1_2_2841 Area	CTRL_24H_2_1_2843 Area	CTRL_24H_2_2_2844 Area	CTRL_24H_3_1_2846 Area	CTRL_24H_3_2_2847 Area	NOR_24H_1_1_2920 Area	NOR_24H_1_2_2921 Area	NOR_24H_2_1_2925 Area	NOR_24H_2_2_2926 Area	NOR_24H_3_1_2928 Area	NOR_24H_3_2_2929 Area	TNF_24H_1_1_2849 Area	TNF_24H_1_2_2850 Area	TNF_24H_2_1_2852 Area	TNF_24H_3_1_2908 Area	TNF_24H_3_2_2909 Area	POOL_3_2923 Area	221212_POOL_4_2940 Area	221207_POOL_4_2801 Area	221207_POOL_3_2784 Area	221207_POOL_2_2767 Area	221207_POOL_1_2750 Area	Sample Profile (Ratio)	ADRNOR_4H Area	ADR_4H Area	CTRL_4H Area	NOR_4H Area	TNF_4H Area	ADRNOR_24H Area	ADR_24H Area	CTRL_24H Area	NOR_24H Area	TNF_24H Area	POOL Area	Group Profile (Ratio)	Avg. Mass	Description
4913	0.005913464340249195	4.211430223210301e-05	1.8716279999936383	3534	True	Q5UIP0|RIF1_HUMAN	95.1	0.97	2	2	Carbamidomethylation; Deamidation (NQ)	9344.519	9596.729	9324.247	6710.6777	6736.188	5164.2427	4659.3984	3817.476	5932.254	4626.0005	9601.766	9186.793	1985.4363	2360.7397	1864.2896	1946.106	3771.311	3492.8252	4772.956	4639.4604	9417.216	6664.5723	7036.98	7693.6895	10517.751	6722.5684	6575.271	7343.9414	6699.648	7600.9346	31982.186	33014.71	31572.545	30197.535	20006.709	20604.9	2715.43	2651.3457	27692.613	25349.955	3435.8816	2392.7957	34586.37	30546.223	35760.652	34558.793	32495.693	31140.545	2807.0017	3083.6033	3083.5479	2631.9045	16763.744	16693.197	36685.055	33871.44	26046.078	6079.455	25929.11	27294.494	26074.787	7694.7476	9335.025	8082.9526	7396.5596	1.00:1.03:1.00:0.72:0.72:0.55:0.50:0.41:0.63:0.50:1.03:0.98:0.21:0.25:0.20:0.21:0.40:0.37:0.51:0.50:1.01:0.71:0.75:0.82:1.13:0.72:0.70:0.79:0.72:0.81:3.42:3.53:3.38:3.23:2.14:2.21:0.29:0.28:2.96:2.71:0.37:0.26:3.70:3.27:3.83:3.70:3.48:3.33:0.30:0.33:0.33:0.28:1.79:1.79:3.93:3.62:2.79:0.65:2.77:2.92:2.79:0.82:1.00:0.86:0.79	7812.767	6303.9478	2570.118	6704.1455	7576.6855	27896.432	10706.337	33181.38	7510.5	25722.229	14313.095	1.00:0.81:0.33:0.86:0.97:3.57:1.37:4.25:0.96:3.29:1.83	274466	Telomere-associated protein RIF1 OS=Homo sapiens OX=9606 GN=RIF1 PE=1 SV=2
5212	0.0007320952959319235	1.653159431494703e-06	2.836077323119511	5404	True	P07332|FES_HUMAN	89.95	1.34	1	1		2241.481	2424.183	1870.2297	1991.2493	2338.7495	2532.2034	531.56384	478.347	191.87671	441.55737	2119.881	2347.9275	621.6675	578.458	215.99869	247.71877	307.48904	332.55673	2418.0544	516.36414	306.957	437.57172	321.7327	515.86847	1925.2413	2693.231	1853.7599	2012.5525	1585.2366	1609.712	1818.6127	1817.4778	1700.1771	1814.204	492.4131	2004.17	2040.2228	1669.3718	2622.741	2395.4055	1986.8015	1822.2468	1841.2017	2300.889	2538.1753	2817.3823	1831.4364	1976.6702	326.17133	512.7859	481.888	379.13205	523.14923	520.89795	1741.8242	2062.179	2134.213	2324.5947	1992.505	2374.6106	1116.0311	426.04385	513.64777	383.19345	2829.0762	1.00:1.08:0.83:0.89:1.04:1.13:0.24:0.21:0.09:0.20:0.95:1.05:0.28:0.26:0.10:0.11:0.14:0.15:1.08:0.23:0.14:0.20:0.14:0.23:0.86:1.20:0.83:0.90:0.71:0.72:0.81:0.81:0.76:0.81:0.22:0.89:0.91:0.74:1.17:1.07:0.89:0.81:0.82:1.03:1.13:1.26:0.82:0.88:0.15:0.23:0.21:0.17:0.23:0.23:0.78:0.92:0.95:1.04:0.89:1.06:0.50:0.19:0.23:0.17:1.26	2233.016	1018.5256	383.98145	752.75806	1946.6222	1607.8424	2089.4648	2217.6257	457.3374	2051.0632	1273.7672	1.00:0.46:0.17:0.34:0.87:0.72:0.94:0.99:0.20:0.92:0.57	93497	Tyrosine-protein kinase Fes/Fps OS=Homo sapiens OX=9606 GN=FES PE=1 SV=3
5245	0.019742392456045928	0.00028496623667599987	7.28402435103305	662	True	A2A299|A2A299_HUMAN	125.97	2.5	12	1	Carbamidomethylation	97.159485	115.67666	194.16565	155.86224	183.94067	153.84644	59.81398	139.00316	135.39789	78.023155	83.93723	93.49254	0.0	0.0	0.0	99.47765	0.0	0.0	111.04382	99.85673	167.26248	89.55924	143.68733	134.51996	0.0	0.0	140.34314	0.0	55.09276	0.0	63.47623	72.28846	78.45063	53.328888	56.020653	52.403202	0.0	0.0	0.0	0.0	2957.9978	2497.9124	0.0	53.830193	0.0	89.35587	89.190765	63.832806	65.9672	48.973682	53.530964	0.0	54.31813	49.742146	80.256615	79.20881	93.862	78.67936	74.35226	58.606163	76.68627	117.11073	83.67675	0.0	0.0	1.00:1.19:2.00:1.60:1.89:1.58:0.62:1.43:1.39:0.80:0.86:0.96:0.00:0.00:0.00:1.02:0.00:0.00:1.14:1.03:1.72:0.92:1.48:1.38:0.00:0.00:1.44:0.00:0.57:0.00:0.65:0.74:0.81:0.55:0.58:0.54:0.00:0.00:0.00:0.00:30.44:25.71:0.00:0.55:0.00:0.92:0.92:0.66:0.68:0.50:0.55:0.00:0.56:0.51:0.83:0.82:0.97:0.81:0.77:0.60:0.79:1.21:0.86:0.00:0.00	150.10852	98.27799	99.47765	124.321594	97.71795	62.661343	2727.955	74.05241	54.506424	81.271805	84.01998	1.00:0.65:0.66:0.83:0.65:0.42:18.17:0.49:0.36:0.54:0.56	31543	Protein-glutamine gamma-glutamyltransferase 2 (Fragment) OS=Homo sapiens OX=9606 GN=TGM2 PE=1 SV=8
5415	0.02677819914317677	0.00045118730534794975	1.4846560025321427	5309	True	A0A0C4DH00|A0A0C4DH00_HUMAN	49.25	3.4	2	2		8073.8887	8780.884	8170.5205	9801.826	9219.801	9549.189	4579.1895	4978.8687	7281.9937	7146.296	8500.862	7180.197	3429.1172	2706.055	3013.362	2788.2258	5107.0474	7394.043	7313.06	6974.775	6780.01	7141.3896	7318.4214	7045.118	6223.22	6372.6724	6894.7607	5869.292	8036.075	7742.7334	3590.906	4937.4624	4705.774	4465.3804	4497.3247	5085.745	3567.3877	3267.5447	4205.775	4810.716	10021.725	9478.941	4382.9307	4682.6895	4179.6445	8494.402	6692.154	8482.632	3094.6494	3824.1343	3367.7068	3019.0552	4216.647	4418.2188	7679.0796	8472.941	6076.78	4514.8276	2834.2595	4996.156	5680.2456	9333.367	6631.037	5448.472	10854.193	1.00:1.09:1.01:1.21:1.14:1.18:0.57:0.62:0.90:0.89:1.05:0.89:0.42:0.34:0.37:0.35:0.63:0.92:0.91:0.86:0.84:0.88:0.91:0.87:0.77:0.79:0.85:0.73:1.00:0.96:0.44:0.61:0.58:0.55:0.56:0.63:0.44:0.40:0.52:0.60:1.24:1.17:0.54:0.58:0.52:1.05:0.83:1.05:0.38:0.47:0.42:0.37:0.52:0.55:0.95:1.05:0.75:0.56:0.35:0.62:0.70:1.16:0.82:0.67:1.34	8932.685	6611.2344	4072.975	7095.4624	6856.459	4547.0986	5892.0146	6152.4087	3656.7354	5915.5776	7157.245	1.00:0.74:0.46:0.79:0.77:0.51:0.66:0.69:0.41:0.66:0.80	67000	Leucine-rich repeat-containing protein 41 OS=Homo sapiens OX=9606 GN=LRRC41 PE=1 SV=1
5464	1.073852399942247e-06	1.8652985929168788e-10	1.3480314652053416	3635	True	O75173|ATS4_HUMAN	69.1	12.9	6	6	Carbamidomethylation	5589.925	5760.1543	6422.2	5815.422	6647.725	6612.8896	5521.8022	5116.6846	4712.989	4780.219	6969.981	7040.8594	2569.122	2361.7664	2436.6243	2342.205	2364.0742	2569.124	6462.825	6107.2476	4673.4497	5830.2583	3824.3972	4128.5195	3627.5815	3482.3345	3803.9785	3829.2979	3995.95	4163.9355	2470.6619	2255.0103	3187.5828	3164.008	3160.6062	2917.2385	2997.09	3007.1938	3807.2593	3805.148	1507.7523	345.20825	3237.766	3378.901	2097.545	2237.9683	1899.9291	2256.6377	3055.8408	3101.1406	3096.2214	3346.185	3734.4395	3785.6345	2187.9277	3479.545	3376.8125	2166.8604	2857.7488	3273.6777	3431.1514	5080.693	4707.8076	4657.0024	6030.957	1.00:1.03:1.15:1.04:1.19:1.18:0.99:0.92:0.84:0.86:1.25:1.26:0.46:0.42:0.44:0.42:0.42:0.46:1.16:1.09:0.84:1.04:0.68:0.74:0.65:0.62:0.68:0.69:0.71:0.74:0.44:0.40:0.57:0.57:0.57:0.52:0.54:0.54:0.68:0.68:0.27:0.06:0.58:0.60:0.38:0.40:0.34:0.40:0.55:0.55:0.55:0.60:0.67:0.68:0.39:0.62:0.60:0.39:0.51:0.59:0.61:0.91:0.84:0.83:1.08	6141.386	5690.423	2440.486	5171.116	3817.1794	2859.1846	3356.003	2518.1245	3353.2437	2813.7788	4530.215	1.00:0.93:0.40:0.84:0.62:0.47:0.55:0.41:0.55:0.46:0.74	90197	A disintegrin and metalloproteinase with thrombospondin motifs 4 OS=Homo sapiens OX=9606 GN=ADAMTS4 PE=1 SV=3
5825	0.04357628923941399	0.0015819774971404421	0.9524655212217699	4482	True	P52569|CTR2_HUMAN	200.0	8.21	5	4		1002.81244	691.4573	1369.1533	793.0131	1380.9087	1483.8105	664.8386	770.4714	592.2068	604.45544	1136.5153	1370.404	651.07245	659.41974	625.3799	532.6696	553.393	585.33057	907.09033	916.6071	812.09814	748.10583	668.1392	951.8602	1046.2234	1010.05115	1129.0946	932.2011	1098.8855	1563.8131	602.14624	594.6677	512.0395	469.51413	361.1819	371.8023	586.42285	519.3804	627.15826	615.86707	533.16956	591.18555	615.66437	746.06354	648.1373	594.97864	488.50537	473.037	448.07608	408.50012	505.79883	376.4911	389.33896	393.43155	9805.377	9635.843	7838.6387	8101.0996	7361.686	2996.2705	2868.3909	779.65485	1036.6569	1277.0837	1304.6079	1.00:0.69:1.37:0.79:1.38:1.48:0.66:0.77:0.59:0.60:1.13:1.37:0.65:0.66:0.62:0.53:0.55:0.58:0.90:0.91:0.81:0.75:0.67:0.95:1.04:1.01:1.13:0.93:1.10:1.56:0.60:0.59:0.51:0.47:0.36:0.37:0.58:0.52:0.63:0.61:0.53:0.59:0.61:0.74:0.65:0.59:0.49:0.47:0.45:0.41:0.50:0.38:0.39:0.39:9.78:9.61:7.82:8.08:7.34:2.99:2.86:0.78:1.03:1.27:1.30	1273.4928	1020.8854	634.59973	970.5678	1220.2781	517.16986	708.9289	694.6482	518.3684	8548.528	1771.0586	1.00:0.80:0.50:0.76:0.96:0.41:0.56:0.55:0.41:6.71:1.39	71673	Cationic amino acid transporter 2 OS=Homo sapiens OX=9606 GN=SLC7A2 PE=1 SV=2
6039	0.038543498944835664	0.00111801778064621	0.4490597278133617	3568	True	Q14149|MORC3_HUMAN	118.63	3.51	3	3	Acetylation (K); Carbamidomethylation	5145.014	4619.193	5437.805	5717.1865	4899.2676	6826.592	4488.0654	5401.282	3270.9229	5537.0903	4813.9297	4758.1357	4633.353	3871.1821	3529.8928	3353.5273	3877.4463	4141.434	4688.1313	5349.877	5972.915	5582.0117	4631.8174	4804.328	5529.021	4799.9434	7542.7285	6749.9263	5475.9033	5252.092	6927.3643	6130.2896	6300.1084	7071.067	3908.9844	3641.4692	4035.2578	2953.6704	3926.1558	3930.898	2740.478	2628.9448	4952.84	6458.453	7425.6035	6271.9575	5305.596	6262.9736	3197.3457	2647.5928	2866.8948	2699.3936	3180.1157	4544.127	8643.219	8718.951	7054.173	9570.556	9275.559	6507.958	6252.945	4218.143	5568.622	5619.404	6406.5425	1.00:0.90:1.06:1.11:0.95:1.33:0.87:1.05:0.64:1.08:0.94:0.92:0.90:0.75:0.69:0.65:0.75:0.80:0.91:1.04:1.16:1.08:0.90:0.93:1.07:0.93:1.47:1.31:1.06:1.02:1.35:1.19:1.22:1.37:0.76:0.71:0.78:0.57:0.76:0.76:0.53:0.51:0.96:1.26:1.44:1.22:1.03:1.22:0.62:0.51:0.56:0.52:0.62:0.88:1.68:1.69:1.37:1.86:1.80:1.26:1.22:0.82:1.08:1.09:1.25	5440.8433	4711.5713	3901.1392	5171.513	5891.6025	5663.214	3369.2341	6112.904	3189.2449	8652.491	5762.269	1.00:0.87:0.72:0.95:1.08:1.04:0.62:1.12:0.59:1.59:1.06	107113	MORC family CW-type zinc finger protein 3 OS=Homo sapiens OX=9606 GN=MORC3 PE=1 SV=3
6219	0.03385272919251799	0.0008408789776845705	1.566902423087713	757	True	O75153|CLU_HUMAN	37.69	1.15	18	1		1616.9171	2162.7004	3971.3638	3912.478	3795.3	3949.2942	1871.5072	3424.204	1679.4852	1485.5311	2005.8424	2539.5146	1783.1812	1342.7101	1153.7467	1015.1802	1482.8236	1258.6462	3419.4456	1988.4636	1645.6832	1727.6073	1147.801	1076.2301	2535.2136	2515.083	3938.0007	4090.1824	3111.939	4806.6045	3972.5935	4542.827	2210.9692	3653.2847	2930.6833	2108.854	3055.882	1711.8093	1725.7196	2546.4736	5439.726	5534.33	4020.7117	2409.0781	3569.8958	3645.2947	2141.2202	2873.8982	1318.3827	2102.6145	1778.2798	1796.1796	3463.568	1979.8304	2629.932	3406.359	2118.1575	2648.0994	3633.9192	3609.1663	2353.6304	1587.389	1408.2162	3769.908	4580.793	1.00:1.34:2.46:2.42:2.35:2.44:1.16:2.12:1.04:0.92:1.24:1.57:1.10:0.83:0.71:0.63:0.92:0.78:2.11:1.23:1.02:1.07:0.71:0.67:1.57:1.56:2.44:2.53:1.92:2.97:2.46:2.81:1.37:2.26:1.81:1.30:1.89:1.06:1.07:1.57:3.36:3.42:2.49:1.49:2.21:2.25:1.32:1.78:0.82:1.30:1.10:1.11:2.14:1.22:1.63:2.11:1.31:1.64:2.25:2.23:1.46:0.98:0.87:2.33:2.83	3234.6755	2167.6807	1339.3813	1834.2051	3499.504	3236.5354	3335.6567	3110.0164	2073.1426	2887.2935	2884.8506	1.00:0.67:0.41:0.57:1.08:1.00:1.03:0.96:0.64:0.89:0.89	146670	Clustered mitochondria protein homolog OS=Homo sapiens OX=9606 GN=CLUH PE=1 SV=2
6503	3.751695032092615e-05	2.6067014292809558e-08	0.5870737750243222	3226	True	Q9NX62|IMPA3_HUMAN	13.86	26.74	9	9	Carbamidomethylation; Deamidation (NQ)	121452.0	114740.53	113571.88	120625.82	127777.79	112403.89	84984.39	95040.84	112653.88	113636.41	118198.06	122949.16	81246.945	79501.164	77148.29	82375.56	76274.44	73438.305	118880.46	108007.83	120734.664	123335.85	98791.8	104708.27	104921.65	89009.29	96125.19	51132.965	104453.93	95855.63	79148.67	78768.25	86180.95	85958.01	98770.09	94455.48	90384.195	90325.98	90969.336	92279.67	8060.1553	9823.166	110762.54	119662.09	81761.43	87072.33	93960.3	95878.96	92089.17	91718.91	89191.53	85452.914	41477.668	232752.88	93664.4	105895.016	90316.66	84773.9	83991.51	97355.375	101098.98	129840.8	116472.22	101591.47	20128.469	1.00:0.94:0.94:0.99:1.05:0.93:0.70:0.78:0.93:0.94:0.97:1.01:0.67:0.65:0.64:0.68:0.63:0.60:0.98:0.89:0.99:1.02:0.81:0.86:0.86:0.73:0.79:0.42:0.86:0.79:0.65:0.65:0.71:0.71:0.81:0.78:0.74:0.74:0.75:0.76:0.07:0.08:0.91:0.99:0.67:0.72:0.77:0.79:0.76:0.76:0.73:0.70:0.34:1.92:0.77:0.87:0.74:0.70:0.69:0.80:0.83:1.07:0.96:0.84:0.17	118428.66	107910.45	78330.78	112409.81	90249.77	87213.58	63640.414	98182.945	105447.18	91728.29	94414.555	1.00:0.91:0.66:0.95:0.76:0.74:0.54:0.83:0.89:0.77:0.80	38681	Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase OS=Homo sapiens OX=9606 GN=BPNT2 PE=1 SV=1
6584	0.03577435265817708	0.0010004639183544398	0.29791054412450535	866	True	D3YTG3|D3YTG3_HUMAN	95.9	15.96	20	20	Carbamidomethylation; Deamidation (NQ)	17132.371	17530.719	18602.428	18221.691	22630.031	20082.64	17764.709	17332.014	17640.38	18209.35	20550.102	19906.445	13548.883	14858.845	15093.933	14705.153	15881.258	16426.934	20721.225	20698.686	19322.457	18893.926	19057.447	17690.902	17403.094	17644.703	15512.589	16111.621	17835.854	16699.979	11811.339	8643.741	12257.1	11888.564	15616.845	15475.131	15082.795	15048.219	12795.618	13049.274	18673.9	18337.02	18885.805	18667.664	16872.188	17025.521	17922.475	18206.113	12877.01	13004.777	12423.713	12527.324	14009.989	15261.408	20811.465	20496.02	19155.455	16971.893	17533.707	15166.838	15912.811	18797.676	19862.709	18559.232	19888.516	1.00:1.02:1.09:1.06:1.32:1.17:1.04:1.01:1.03:1.06:1.20:1.16:0.79:0.87:0.88:0.86:0.93:0.96:1.21:1.21:1.13:1.10:1.11:1.03:1.02:1.03:0.91:0.94:1.04:0.97:0.69:0.50:0.72:0.69:0.91:0.90:0.88:0.88:0.75:0.76:1.09:1.07:1.10:1.09:0.98:0.99:1.05:1.06:0.75:0.76:0.73:0.73:0.82:0.89:1.21:1.20:1.12:0.99:1.02:0.89:0.93:1.10:1.16:1.08:1.16	19033.314	18567.168	15085.834	19397.44	16867.973	12615.453	15497.805	17929.96	13350.703	18993.707	18031.297	1.00:0.98:0.79:1.02:0.89:0.66:0.81:0.94:0.70:1.00:0.95	196432	Target of Nesh-SH3 OS=Homo sapiens OX=9606 GN=ABI3BP PE=1 SV=2
6817	0.020894723385745	0.000319391290245885	1.0165844240274318	1448	True	P40189|IL6RB_HUMAN	22.13	21.68	13	13	Carbamidomethylation; Deamidation (NQ)	37972.188	38333.64	62797.188	62825.56	57616.523	58760.336	25575.152	40481.637	30831.082	28349.703	45097.742	21435.77	33521.156	23332.158	30376.04	25700.611	27229.523	31294.748	57588.008	54706.645	37071.7	55756.19	45383.37	42580.234	48021.156	32057.43	32987.402	32372.45	39719.61	47744.566	61036.098	23173.41	53313.715	55631.984	51352.69	49968.1	41594.023	51498.984	51374.324	55922.793	55521.215	60688.79	39886.496	37211.062	10152.971	71435.234	78770.55	85511.75	49524.42	30255.557	37308.168	23143.32	23944.955	40200.566	40244.996	34892.336	40081.453	41865.164	45395.387	45678.41	47298.395	56853.887	41483.965	66042.5	78177.36	1.00:1.01:1.65:1.65:1.52:1.55:0.67:1.07:0.81:0.75:1.19:0.56:0.88:0.61:0.80:0.68:0.72:0.82:1.52:1.44:0.98:1.47:1.20:1.12:1.26:0.84:0.87:0.85:1.05:1.26:1.61:0.61:1.40:1.47:1.35:1.32:1.10:1.36:1.35:1.47:1.46:1.60:1.05:0.98:0.27:1.88:2.07:2.25:1.30:0.80:0.98:0.61:0.63:1.06:1.06:0.92:1.06:1.10:1.20:1.20:1.25:1.50:1.09:1.74:2.06	53050.906	31961.846	28575.707	48847.695	38817.1	49079.332	52766.69	53828.01	34062.832	40495.867	55922.418	1.00:0.60:0.54:0.92:0.73:0.93:0.99:1.01:0.64:0.76:1.05	103537	Interleukin-6 receptor subunit beta OS=Homo sapiens OX=9606 GN=IL6ST PE=1 SV=2
6846	0.0015575254061248687	5.410892499999544e-06	0.7974862555503925	6225	True	P14635|CCNB1_HUMAN	96.27	3.93	1	1		1306.8888	1467.446	1571.1589	1512.0514	1533.0057	1766.5735	1366.3015	1342.5662	1183.0095	1083.1089	1353.6199	1726.1958	970.5582	1001.37335	894.9698	856.5367	715.2136	853.7586	1622.2986	1266.9369	1452.6998	1392.74	1618.3762	1459.3413	1121.8977	1074.9711	1103.9801	1237.2515	807.86865	1075.4758	471.82562	305.85342	367.68274	518.52893	631.8875	266.91327	982.84607	312.52197	736.1377	740.85345	143.98251	0.0	944.33307	1029.0286	522.2011	784.7666	882.3577	879.9425	550.5896	762.4332	645.37256	561.0558	577.0425	336.70636	807.61597	806.10693	461.17856	299.10568	307.4022	569.82153	598.75714	1208.0608	1118.7001	1132.1251	1347.9064	1.00:1.12:1.20:1.16:1.17:1.35:1.05:1.03:0.91:0.83:1.04:1.32:0.74:0.77:0.68:0.66:0.55:0.65:1.24:0.97:1.11:1.07:1.24:1.12:0.86:0.82:0.84:0.95:0.62:0.82:0.36:0.23:0.28:0.40:0.48:0.20:0.75:0.24:0.56:0.57:0.11:0.00:0.72:0.79:0.40:0.60:0.68:0.67:0.42:0.58:0.49:0.43:0.44:0.26:0.62:0.62:0.35:0.23:0.24:0.44:0.46:0.92:0.86:0.87:1.03	1526.1874	1342.4669	882.06836	1468.7322	1070.2408	427.11523	583.2683	840.43823	572.2	536.28186	995.89514	1.00:0.88:0.58:0.96:0.70:0.28:0.38:0.55:0.37:0.35:0.65	48337	G2/mitotic-specific cyclin-B1 OS=Homo sapiens OX=9606 GN=CCNB1 PE=1 SV=1
6860	0.0015575254061248687	5.288077611237752e-06	0.9861715242714144	3181	True	Q06787|FMR1_HUMAN	22.77	1.74	4	1		1841.0872	1673.6355	1721.5278	1936.2554	2430.3584	2418.71	1485.4031	1115.3173	1609.0183	1910.3997	1703.4789	2022.8353	783.5837	878.29156	1123.0875	977.84454	928.07104	1022.09125	2039.351	1707.0023	1830.398	2015.7289	2257.564	2498.787	1998.9497	1181.0156	1999.13	1145.8407	1891.3655	2247.1985	2760.4182	724.0637	935.1579	2061.1663	1660.0018	2237.282	1969.3832	2345.4263	1011.051	1127.3956	3037.9692	2475.3213	1030.702	820.87775	771.5838	735.79236	860.80316	892.8728	1117.7712	2560.912	2125.4539	1460.6895	1057.2672	3074.329	737.55927	754.0945	818.9761	3296.623	4185.752	2920.4966	2609.8335	2694.4595	1325.4124	835.2826	1006.7463	1.00:0.91:0.94:1.05:1.32:1.31:0.81:0.61:0.87:1.04:0.93:1.10:0.43:0.48:0.61:0.53:0.50:0.56:1.11:0.93:0.99:1.09:1.23:1.36:1.09:0.64:1.09:0.62:1.03:1.22:1.50:0.39:0.51:1.12:0.90:1.22:1.07:1.27:0.55:0.61:1.65:1.34:0.56:0.45:0.42:0.40:0.47:0.48:0.61:1.39:1.15:0.79:0.57:1.67:0.40:0.41:0.44:1.79:2.27:1.59:1.42:1.46:0.72:0.45:0.55	2003.5957	1641.0754	952.1616	2058.1384	1743.9166	1729.6816	1994.4244	852.10535	1899.4038	1958.601	1898.7051	1.00:0.82:0.48:1.03:0.87:0.86:1.00:0.43:0.95:0.98:0.95	71174	Synaptic functional regulator FMR1 OS=Homo sapiens OX=9606 GN=FMR1 PE=1 SV=1
7043	0.03320042566700099	0.0007843074328143364	0.3546079497666561	24	True	P07996|TSP1_HUMAN	200.0	65.98	64	64	Acetylation (K); Carbamidomethylation; Deamidation (NQ); Oxidation (M)	272806.12	270875.5	283500.7	229267.56	327668.4	323377.88	249211.38	213817.0	250987.7	270642.06	324578.03	316665.75	217256.78	217740.28	212917.44	216018.72	219457.56	226163.34	293827.47	220380.86	248580.31	284518.9	270198.3	227963.22	244656.0	245141.22	217707.61	218393.78	241411.94	245659.56	437876.56	324106.3	298762.0	367597.88	401492.34	395935.06	482133.53	473722.88	405816.72	424295.88	458061.88	471070.78	396556.06	404296.38	439171.56	447858.72	420042.25	411380.6	392685.72	387676.22	374368.3	365183.8	403037.28	475258.2	240539.69	239372.4	282440.5	320083.5	302199.7	330145.4	326938.78	288824.06	294792.25	284185.5	301100.75	1.00:0.99:1.04:0.84:1.20:1.19:0.91:0.78:0.92:0.99:1.19:1.16:0.80:0.80:0.78:0.79:0.80:0.83:1.08:0.81:0.91:1.04:0.99:0.84:0.90:0.90:0.80:0.80:0.88:0.90:1.61:1.19:1.10:1.35:1.47:1.45:1.77:1.74:1.49:1.56:1.68:1.73:1.45:1.48:1.61:1.64:1.54:1.51:1.44:1.42:1.37:1.34:1.48:1.74:0.88:0.88:1.04:1.17:1.11:1.21:1.20:1.06:1.08:1.04:1.10	284582.7	270983.66	218259.03	257578.19	235495.02	370961.7	452516.94	419884.25	399701.6	276927.16	304331.12	1.00:0.95:0.77:0.91:0.83:1.30:1.59:1.48:1.40:0.97:1.07	129383	Thrombospondin-1 OS=Homo sapiens OX=9606 GN=THBS1 PE=1 SV=2
7076	0.030649814951022203	0.0006385493817107852	8.916518801527367	300	True	A0A087X2D8|A0A087X2D8_HUMAN	74.06	0.91	39	1		248.40413	220.35953	491.90424	472.7145	1094.8185	1225.1294	368.30865	384.60046	224.76355	90.399536	457.03638	478.74686	0.0	0.0	0.0	0.0	65.96678	99.30774	123.86274	435.38123	327.18063	407.93063	245.67717	258.99533	470.3914	384.94788	408.2219	548.2536	1288.783	443.3803	1658.3033	1468.098	1420.5642	1447.2932	539.5024	361.3026	595.1065	576.73065	1286.1503	1291.0466	467.30475	1937.235	417.93243	1166.4873	1522.0718	1620.3977	2040.1316	1976.2017	441.00058	444.16586	475.17325	261.59647	576.5836	603.95386	1361.6567	1990.6892	1918.747	1335.9849	1631.408	1620.9747	1476.5314	463.65128	413.19724	507.10925	2153.4802	1.00:0.89:1.98:1.90:4.41:4.93:1.48:1.55:0.90:0.36:1.84:1.93:0.00:0.00:0.00:0.00:0.27:0.40:0.50:1.75:1.32:1.64:0.99:1.04:1.89:1.55:1.64:2.21:5.19:1.78:6.68:5.91:5.72:5.83:2.17:1.45:2.40:2.32:5.18:5.20:1.88:7.80:1.68:4.70:6.13:6.52:8.21:7.96:1.78:1.79:1.91:1.05:2.32:2.43:5.48:8.01:7.72:5.38:6.57:6.53:5.94:1.87:1.66:2.04:8.67	625.55505	333.9759	82.63726	299.83795	590.663	1149.1772	1025.5956	1457.2037	467.07895	1647.6971	1105.824	1.00:0.53:0.13:0.48:0.94:1.84:1.64:2.33:0.75:2.63:1.77	145169	C-Jun-amino-terminal kinase-interacting protein 4 OS=Homo sapiens OX=9606 GN=SPAG9 PE=1 SV=1
